Nom,Categorie,CID,Formule,Masse_molaire,LogP,HBD,HBA,TPSA,SMILES,Source_structure,Source_toxicologie,Plante,Partie_utilisee,Statut_donnees,RDKit_Masse_molaire,RDKit_LogP,RDKit_HBD,RDKit_HBA,RDKit_TPSA,Atomes_lourds,Anneaux,Liaisons_rotatables,LD50_mg_kg,LogLD50,Toxicite,Risque,RKdit_masse_molaire
CID_58311935,Industrial,58311935,C4H8O,74.11,0.3,0,1,17.1,[3H]CC(=O)CC,PubChem,,,,Structure_PubChem,74.115,0.9854,0,1,17.07,5,0,1,,,,,74.115
CID_58389344,Industrial,58389344,CH6O2Zr2,232.50,,2,2,21.2,CO.O.[Zr].[Zr],PubChem,,,,Structure_PubChem,232.505,-1.2212,1,1,51.73,5,0,0,,,,,232.505
CID_58537853,Industrial,58537853,C3H8ORf2W-2,778.18,,1,3,20.2,[CH3-].C[CH-]O.[W].[Rf].[Rf],PubChem,,,,Structure_PubChem,777.936,0.9884,1,1,20.23,7,0,0,,,,,777.936
CID_58567575,Industrial,58567575,C3H6NOY-2,160.99,,1,3,18.1,CC(=O)[CH2-].[NH-].[Y],PubChem,,,,Structure_PubChem,160.993,0.9099,0,1,49.07,6,0,0,,,,,160.993
CID_58581270,Industrial,58581270,C2H7OY2-,224.89,,1,2,20.2,[CH3-].CO.[Y].[Y],PubChem,,,,Structure_PubChem,224.889,0.0538,1,1,20.23,5,0,0,,,,,224.889
CID_58582269,Industrial,58582269,C4H7ORb,156.57,,0,2,17.1,C[CH-]C(=O)C.[Rb+],PubChem,,,,Structure_PubChem,156.567,-2.1964,0,1,17.07,6,0,1,,,,,156.567
CID_58596556,Industrial,58596556,C3H7O-,59.09,0.3,1,2,20.2,CC([CH2-])O,PubChem,,,,Structure_PubChem,59.088,0.2013,1,1,20.23,4,0,0,,,,,59.088
CID_58623009,Industrial,58623009,C4H7OV-,122.04,,0,2,17.1,CC(=O)C[CH2-].[V],PubChem,,,,Structure_PubChem,122.043,0.7971,0,1,17.07,6,0,1,,,,,122.043
CID_58647020,Industrial,58647020,C4H7OY-,160.00,,0,2,17.1,CC(=O)C[CH2-].[Y],PubChem,,,,Structure_PubChem,160.005,0.7971,0,1,17.07,6,0,1,,,,,160.005
CID_58666169,Industrial,58666169,C2H5OY-,133.97,,1,2,20.2,C[CH-]O.[Y],PubChem,,,,Structure_PubChem,133.967,0.5381,1,1,20.23,4,0,0,,,,,133.967
CID_58687527,Industrial,58687527,C3H7OZn,124.5,,1,1,20.2,C[CH]CO.[Zn],PubChem,,,,Structure_PubChem,124.478,0.2004,1,1,20.23,5,0,1,,,,,124.478
CID_58698037,Industrial,58698037,C3H7ORf-,326.21,,1,2,20.2,[CH3-].C=CO.[Rf],PubChem,,,,Structure_PubChem,326.088,1.1382,1,1,20.23,5,0,0,,,,,326.088
CID_58707511,Industrial,58707511,C5H6OW4-2,817.5,,0,3,17.1,C[C-]=[W].CC(=O)[C-]=[W].[W]=[W],PubChem,,,,Structure_PubChem,817.462,0.0287,0,1,17.07,10,0,1,,,,,817.462
CID_58707518,Industrial,58707518,C4H6OW5-2,989.3,,0,3,17.1,[CH3-].CC(=O)[C-]=[W].[W]=[W].[W]=[W],PubChem,,,,Structure_PubChem,989.291,0.2417,0,1,17.07,10,0,1,,,,,989.291
CID_58713858,Industrial,58713858,C3H7OY2-,236.90,,1,2,20.2,[CH3-].[CH]CO.[Y].[Y],PubChem,,,,Structure_PubChem,236.9,0.1351,1,1,20.23,6,0,0,,,,,236.9
CID_58746949,Industrial,58746949,C3H5OYZn-,211.4,,0,2,17.1,CC(=O)[CH2-].[Zn].[Y],PubChem,,,,Structure_PubChem,211.368,0.4045,0,1,17.07,6,0,0,,,,,211.368
CID_58750502,Industrial,58750502,CH4O,33.042,-0.5,1,1,20.2,C[17OH],PubChem,,,,Structure_PubChem,33.0421,-0.3915,1,1,20.23,2,0,0,,,,,33.0421
CID_58766117,Industrial,58766117,CH6O2Y,138.963,,2,2,21.2,CO.O.[Y],PubChem,,,,Structure_PubChem,138.963,-1.2187,1,1,51.73,4,0,0,,,,,138.963
CID_58792692,Industrial,58792692,C3H5GaO,126.79,,0,1,17.1,CC(=O)C[Ga],PubChem,,,,Structure_PubChem,126.795,0.1622,0,1,17.07,5,0,1,,,,,126.795
CID_58806985,Industrial,58806985,C4H7O+,71.10,0.3,0,1,17.1,CCC(=O)[CH2+],PubChem,,,,Structure_PubChem,71.099,0.7996,0,1,17.07,5,0,1,,,,,71.099
CID_58823059,Industrial,58823059,C3H10O2Y,167.02,,2,2,40.5,CCO.CO.[Y],PubChem,,,,Structure_PubChem,167.017,-0.3954,2,2,40.46,6,0,0,,,,,167.017
CID_58831297,Industrial,58831297,C2H7OTi-,94.94,,1,2,20.2,[CH3-].CO.[Ti],PubChem,,,,Structure_PubChem,94.944,0.0563,1,1,20.23,4,0,0,,,,,94.944
CID_58870573,Industrial,58870573,C5H10LrO-2,352.25,,0,3,17.1,[CH3-].C[CH-]C(=O)C.[Lr],PubChem,,,,Structure_PubChem,348.134,1.2499,0,1,17.07,7,0,1,,,,,348.134
CID_58904831,Industrial,58904831,C3H5BrMgO,161.28,,0,3,17.1,CC(=O)[CH2-].[Mg+2].[Br-],PubChem,,,,Structure_PubChem,161.281,-2.9673,0,1,17.07,6,0,0,,,,,161.281
CID_58929451,Industrial,58929451,C3H7OY-,147.99,,1,2,20.2,C[CH-]CO.[Y],PubChem,,,,Structure_PubChem,147.994,0.2004,1,1,20.23,5,0,1,,,,,147.994
CID_58931493,Industrial,58931493,C3H5OU-,295.10,,0,2,17.1,CC(=O)[CH2-].[U],PubChem,,,,Structure_PubChem,295.101,0.4095,0,1,17.07,5,0,0,,,,,295.101
CID_58942634,Industrial,58942634,C3H7F2ORf-,364.21,,1,4,20.2,[CH3-].C(C(O)F)F.[Rf],PubChem,,,,Structure_PubChem,364.084,0.6941,1,1,20.23,7,0,1,,,,,364.084
CID_58942950,Industrial,58942950,C2H6LiNbO,145.9,,1,1,20.2,[Li].CCO.[Nb],PubChem,,,,Structure_PubChem,145.916,-0.3847,1,1,20.23,5,0,0,,,,,145.916
CID_58942951,Industrial,58942951,CH4BaOTi,217.24,,1,1,20.2,CO.[Ti].[Ba],PubChem,,,,Structure_PubChem,217.237,-0.7748,1,1,20.23,4,0,0,,,,,217.237
CID_58942962,Industrial,58942962,CH4LiOTa,220.0,,1,1,20.2,[Li].CO.[Ta],PubChem,,,,Structure_PubChem,219.931,-0.7748,1,1,20.23,4,0,0,,,,,219.931
CID_58942965,Industrial,58942965,C2H6OTaTi,274.88,,1,1,20.2,CCO.[Ti].[Ta],PubChem,,,,Structure_PubChem,274.884,-0.0064,1,1,20.23,5,0,0,,,,,274.884
CID_58942969,Industrial,58942969,C2H6BaOTi,231.26,,1,1,20.2,CCO.[Ti].[Ba],PubChem,,,,Structure_PubChem,231.264,-0.3847,1,1,20.23,5,0,0,,,,,231.264
CID_58942974,Industrial,58942974,CH4OTaTi,260.857,,1,1,20.2,CO.[Ti].[Ta],PubChem,,,,Structure_PubChem,260.857,-0.3965,1,1,20.23,4,0,0,,,,,260.857
CID_58942984,Industrial,58942984,CH4LiNbO,131.9,,1,1,20.2,[Li].CO.[Nb],PubChem,,,,Structure_PubChem,131.889,-0.7748,1,1,20.23,4,0,0,,,,,131.889
CID_58943009,Industrial,58943009,C2H6LiOTa,234.0,,1,1,20.2,[Li].CCO.[Ta],PubChem,,,,Structure_PubChem,233.958,-0.3847,1,1,20.23,5,0,0,,,,,233.958
CID_58943010,Industrial,58943010,C2H6NbO,138.97,,1,1,20.2,CCO.[Nb],PubChem,,,,Structure_PubChem,138.975,-0.0039,1,1,20.23,4,0,0,,,,,138.975
CID_58987118,Industrial,58987118,C2H5FORf,331.18,,1,2,20.2,CC(O)F.[Rf],PubChem,,,,Structure_PubChem,331.059,0.2942,1,1,20.23,5,0,0,,,,,331.059
CID_59007804,Industrial,59007804,C2H5OW-,228.90,,1,2,20.2,C[CH-]O.[W],PubChem,,,,Structure_PubChem,228.901,0.5381,1,1,20.23,4,0,0,,,,,228.901
CID_59011702,Industrial,59011702,C3H8OY-2,149.00,,1,3,20.2,[CH3-].[CH2-]CO.[Y],PubChem,,,,Structure_PubChem,149.002,0.2606,1,1,20.23,5,0,0,,,,,149.002
CID_59013976,Industrial,59013976,C4H7OW-,254.94,,0,2,17.1,CCC(=O)[CH2-].[W],PubChem,,,,Structure_PubChem,254.939,0.7971,0,1,17.07,6,0,1,,,,,254.939
CID_59061846,Industrial,59061846,C2H4AcO,271.08,,1,1,20.2,[CH]CO.[Ac],PubChem,,,,Structure_PubChem,271.053,-0.3102,1,1,20.23,4,0,0,,,,,271.053
CID_59069844,Industrial,59069844,C3H8AcO,291.15,,1,1,20.2,[2H]C([2H])(C)C([2H])([2H])O.[Ac],PubChem,,,,Structure_PubChem,291.1204,0.3887,1,1,20.23,5,0,1,,,,,291.1204
CID_59069845,Industrial,59069845,C3H8AcO,289.14,,1,1,20.2,[2H]C(C)C([2H])O.[Ac],PubChem,,,,Structure_PubChem,289.1082,0.3887,1,1,20.23,5,0,1,,,,,289.1082
CID_59069896,Industrial,59069896,C4H4O2,84.07,-1.3,0,2,34.1,CC(=O)C(=O)[CH],PubChem,,,,Structure_PubChem,84.074,-0.1444,0,2,34.14,6,0,1,,,,,84.074
CID_59074331,Industrial,59074331,C4H7ORh-,174.00,,0,2,17.1,C[CH-]C(=O)C.[Rh],PubChem,,,,Structure_PubChem,174.005,0.7971,0,1,17.07,6,0,1,,,,,174.005
CID_59088215,Industrial,59088215,CH4O,36.053,-0.5,1,1,20.2,[2H][13C]([2H])([2H])O,PubChem,,,,Structure_PubChem,36.0527,-0.3915,1,1,20.23,2,0,0,,,,,36.0527
CID_59089641,Industrial,59089641,C2H4OTi,91.92,,1,1,20.2,[CH]CO.[Ti],PubChem,,,,Structure_PubChem,91.92,-0.3127,1,1,20.23,4,0,0,,,,,91.92
CID_59096442,Industrial,59096442,C2H6O,46.07,-0.1,1,1,20.2,[1H]OCC,PubChem,,,,Structure_PubChem,46.0688,-0.0014,1,1,20.23,3,0,1,,,,,46.0688
CID_59097177,Industrial,59097177,C2H6O,50.09,-0.1,1,1,20.2,[2H]C(C[3H])O[2H],PubChem,,,,Structure_PubChem,50.0893,-0.0014,1,1,20.23,3,0,1,,,,,50.0893
CID_59129593,Industrial,59129593,C3H5OY3-,323.79,,0,2,17.1,CC(=O)[CH2-].[Y].[Y].[Y],PubChem,,,,Structure_PubChem,323.79,0.402,0,1,17.07,7,0,0,,,,,323.79
CID_59129601,Industrial,59129601,C3H5OY2-,234.88,,0,2,17.1,CC(=O)[CH2-].[Y].[Y],PubChem,,,,Structure_PubChem,234.884,0.4045,0,1,17.07,6,0,0,,,,,234.884
CID_59171036,Industrial,59171036,C2H7NOY-2,149.99,,2,3,21.2,C[CH-]O.[NH2-].[Y],PubChem,,,,Structure_PubChem,149.99,1.2552,1,1,53.73,5,0,0,,,,,149.99
CID_59239977,Industrial,59239977,C4H7OW-,254.94,,0,2,17.1,CC(=O)C[CH2-].[W],PubChem,,,,Structure_PubChem,254.939,0.7971,0,1,17.07,6,0,1,,,,,254.939
CID_59260540,Industrial,59260540,C2H5ORf2-,579.30,,1,2,20.2,C[CH-]O.[Rf].[Rf],PubChem,,,,Structure_PubChem,579.061,0.5406,1,1,20.23,5,0,0,,,,,579.061
CID_59293901,Industrial,59293901,C3H7OU-,297.12,,1,2,20.2,CC[CH-]O.[U],PubChem,,,,Structure_PubChem,297.117,0.9307,1,1,20.23,5,0,1,,,,,297.117
CID_59303760,Industrial,59303760,C4H6O,70.09,0.3,0,1,17.1,CCC(=O)[CH],PubChem,,,,Structure_PubChem,70.091,0.6766,0,1,17.07,5,0,1,,,,,70.091
CID_59347993,Industrial,59347993,C2H3OU-,281.07,,1,2,20.2,[CH][CH-]O.[U],PubChem,,,,Structure_PubChem,281.074,0.2318,1,1,20.23,4,0,0,,,,,281.074
CID_59359569,Industrial,59359569,C4H5O2+,85.08,-1.3,0,2,34.1,CC(=O)C(=O)[CH2+],PubChem,,,,Structure_PubChem,85.082,-0.0214,0,2,34.14,6,0,1,,,,,85.082
CID_59404817,Industrial,59404817,C2H5NaO,68.05,,1,2,20.2,C[CH-]O.[Na+],PubChem,,,,Structure_PubChem,68.051,-2.4554,1,1,20.23,4,0,0,,,,,68.051
CID_59428690,Industrial,59428690,C3H5ORb,142.54,,0,2,17.1,CC(=O)[CH2-].[Rb+],PubChem,,,,Structure_PubChem,142.54,-2.5865,0,1,17.07,5,0,0,,,,,142.54
CID_59437188,Industrial,59437188,C2H5OU-,283.09,,1,2,20.2,C[CH-]O.[U],PubChem,,,,Structure_PubChem,283.09,0.5406,1,1,20.23,4,0,0,,,,,283.09
CID_59448321,Industrial,59448321,C2H5OY-,133.97,,1,2,20.2,[CH-].CO.[Y],PubChem,,,,Structure_PubChem,133.967,-0.1897,1,1,20.23,4,0,0,,,,,133.967
CID_59547475,Industrial,59547475,C3H7ORb,144.55,,1,2,20.2,C[CH-]CO.[Rb+],PubChem,,,,Structure_PubChem,144.556,-2.7931,1,1,20.23,5,0,1,,,,,144.556
CID_59550703,Industrial,59550703,C3H5KO,96.17,,0,2,17.1,CC(=O)[CH2-].[K+],PubChem,,,,Structure_PubChem,96.17,-2.5865,0,1,17.07,5,0,0,,,,,96.17
CID_59594988,Industrial,59594988,C4H7O+,71.10,0.3,0,1,17.1,CC(=O)C[CH2+],PubChem,,,,Structure_PubChem,71.099,0.7996,0,1,17.07,5,0,1,,,,,71.099
CID_59600111,Industrial,59600111,C3H7ORf6-,1661.82,,1,2,20.2,[CH2-]CCO.[Rf].[Rf].[Rf].[Rf].[Rf].[Rf],PubChem,,,,Structure_PubChem,1661.088,0.2029,1,1,20.23,10,0,1,,,,,1661.088
CID_59620569,Industrial,59620569,C2H5FO,65.07,-0.8,1,2,20.2,[2H]OCCF,PubChem,,,,Structure_PubChem,65.0651,-0.0518,1,1,20.23,4,0,2,,,,,65.0651
CID_59628149,Industrial,59628149,C3H7ORf3-,860.45,,1,2,20.2,C[CH-]CO.[Rf].[Rf].[Rf],PubChem,,,,Structure_PubChem,860.088,0.2029,1,1,20.23,7,0,1,,,,,860.088
CID_59655669,Industrial,59655669,CH4CuO,95.59,,1,1,20.2,CO.[Cu],PubChem,,,,Structure_PubChem,95.588,-0.394,1,1,20.23,3,0,0,,,,,95.588
CID_59714796,Industrial,59714796,C2H6OU,284.10,,1,3,20.2,[CH3-].[CH2-]O.[U+2],PubChem,,,,Structure_PubChem,284.098,0.6008,1,1,20.23,4,0,0,,,,,284.098
CID_59725238,Industrial,59725238,C4H7ORf-,338.22,,0,2,17.1,CC(=O)C[CH2-].[Rf],PubChem,,,,Structure_PubChem,338.099,0.7996,0,1,17.07,6,0,1,,,,,338.099
CID_59736567,Industrial,59736567,C3H5OZn-,122.5,,0,2,17.1,CC(=O)[CH2-].[Zn],PubChem,,,,Structure_PubChem,122.462,0.407,0,1,17.07,5,0,0,,,,,122.462
CID_59779197,Industrial,59779197,C3H8O,62.10,0.3,1,1,20.2,[3H]OCCC,PubChem,,,,Structure_PubChem,62.104,0.3887,1,1,20.23,4,0,2,,,,,62.104
CID_59780688,Industrial,59780688,C4H8OY-2,161.01,,0,3,17.1,[CH3-].CC(=O)[CH2-].[Y],PubChem,,,,Structure_PubChem,161.013,0.8573,0,1,17.07,6,0,0,,,,,161.013
CID_59804550,Industrial,59804550,CH4Np2O,506.138,,1,1,20.2,CO.[Np].[Np],PubChem,,,,Structure_PubChem,506.042,-0.3915,1,1,20.23,4,0,0,,,,,506.042
CID_59804551,Industrial,59804551,CH4NpO,269.090,,1,1,20.2,CO.[Np],PubChem,,,,Structure_PubChem,269.042,-0.3915,1,1,20.23,3,0,0,,,,,269.042
CID_59847918,Industrial,59847918,C2H7OZr-,138.30,,1,2,20.2,[CH3-].CO.[Zr],PubChem,,,,Structure_PubChem,138.301,0.0563,1,1,20.23,4,0,0,,,,,138.301
CID_59847919,Industrial,59847919,C2H7HfO-,225.56,,1,2,20.2,[CH3-].CO.[Hf],PubChem,,,,Structure_PubChem,225.567,0.0563,1,1,20.23,4,0,0,,,,,225.567
CID_59849382,Industrial,59849382,C3H7OY9-,859.24,,1,2,20.2,C[CH-]CO.[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y],PubChem,,,,Structure_PubChem,859.242,0.1804,1,1,20.23,13,0,1,,,,,859.242
CID_59856509,Industrial,59856509,CH4MnO,88.988,,1,1,20.2,[3H]CO.[Mn],PubChem,,,,Structure_PubChem,88.988,-0.394,1,1,20.23,3,0,0,,,,,88.988
CID_59866972,Industrial,59866972,C10H16OSi,180.32,,1,1,20.2,CC[Si](C)(C)C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,180.323,2.3275,1,1,20.23,12,1,2,,,,,180.323
CID_59869934,Industrial,59869934,C3H8OY-2,149.00,,1,3,20.2,[CH3-].C[CH-]O.[Y],PubChem,,,,Structure_PubChem,149.002,0.9884,1,1,20.23,5,0,0,,,,,149.002
CID_59870194,Industrial,59870194,C2H5OY-,133.97,,1,2,20.2,[CH2-]CO.[Y],PubChem,,,,Structure_PubChem,133.967,-0.1897,1,1,20.23,4,0,0,,,,,133.967
CID_59870681,Industrial,59870681,C4H7OV-,122.04,,0,2,17.1,C[CH-]C(=O)C.[V],PubChem,,,,Structure_PubChem,122.043,0.7971,0,1,17.07,6,0,1,,,,,122.043
CID_59872038,Industrial,59872038,C3H9OW-,244.94,,1,2,20.2,[CH3-].CCO.[W],PubChem,,,,Structure_PubChem,244.944,0.4464,1,1,20.23,5,0,0,,,,,244.944
CID_59880288,Industrial,59880288,C4H8O,74.11,0.3,0,1,17.1,[3H]C(C)C(=O)C,PubChem,,,,Structure_PubChem,74.115,0.9854,0,1,17.07,5,0,1,,,,,74.115
CID_59883542,Industrial,59883542,C4H7OW-,254.94,,0,2,17.1,C[CH-]C(=O)C.[W],PubChem,,,,Structure_PubChem,254.939,0.7971,0,1,17.07,6,0,1,,,,,254.939
CID_59890321,Industrial,59890321,C3H4OW2-2,423.7,,0,3,17.1,[CH2-]C(=O)[CH2-].[W].[W],PubChem,,,,Structure_PubChem,423.744,0.2187,0,1,17.07,6,0,0,,,,,423.744
CID_59895930,Industrial,59895930,C2H5OV-,96.00,,1,2,20.2,[CH2-]CO.[V],PubChem,,,,Structure_PubChem,96.005,-0.1897,1,1,20.23,4,0,0,,,,,96.005
CID_59902735,Industrial,59902735,CH4OV24,1255.64,,1,1,20.2,[2H]CO.[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V],PubChem,,,,Structure_PubChem,1255.7041,-0.4515,1,1,20.23,26,0,0,,,,,1255.7041
CID_59902736,Industrial,59902736,CH4OV16,848.11,,1,1,20.2,[2H]CO.[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V].[V],PubChem,,,,Structure_PubChem,848.1521,-0.4315,1,1,20.23,18,0,0,,,,,848.1521
CID_59904256,Industrial,59904256,C4H7ORf-,338.22,,0,2,17.1,C[CH-]C(=O)C.[Rf],PubChem,,,,Structure_PubChem,338.099,0.7996,0,1,17.07,6,0,1,,,,,338.099
CID_59906276,Industrial,59906276,C2H5AcO-,272.09,,1,2,20.2,[CH2-]CO.[Ac],PubChem,,,,Structure_PubChem,272.061,-0.1872,1,1,20.23,4,0,0,,,,,272.061
CID_59918826,Industrial,59918826,C4H7OReRf-,524.43,,0,2,17.1,C[CH-]C(=O)C.[Re].[Rf],PubChem,,,,Structure_PubChem,524.306,0.7971,0,1,17.07,7,0,1,,,,,524.306
CID_59923831,Industrial,59923831,C2H6KO-,85.17,,1,3,20.2,[CH3-].[CH2-]O.[K+],PubChem,,,,Structure_PubChem,85.167,-2.3952,1,1,20.23,4,0,0,,,,,85.167
CID_59924564,Industrial,59924564,C2H6OY-2,134.97,,1,3,20.2,[CH3-].[CH2-]O.[Y],PubChem,,,,Structure_PubChem,134.975,0.5983,1,1,20.23,4,0,0,,,,,134.975
CID_59928326,Industrial,59928326,C2H6OY-2,134.97,,1,3,20.2,[CH3-].[CH2-]O.[Y],PubChem,,,,Structure_PubChem,134.975,0.5983,1,1,20.23,4,0,0,,,,,134.975
CID_59930162,Industrial,59930162,C4H7OY-,160.00,,0,2,17.1,CCC(=O)[CH2-].[Y],PubChem,,,,Structure_PubChem,160.005,0.7971,0,1,17.07,6,0,1,,,,,160.005
CID_59931656,Industrial,59931656,C4H7OY-,160.00,,0,2,17.1,C[CH-]C(=O)C.[Y],PubChem,,,,Structure_PubChem,160.005,0.7971,0,1,17.07,6,0,1,,,,,160.005
CID_59932040,Industrial,59932040,C2H7OY4-,402.70,,1,2,20.2,[CH3-].CO.[Y].[Y].[Y].[Y],PubChem,,,,Structure_PubChem,402.701,0.0488,1,1,20.23,7,0,0,,,,,402.701
CID_59938403,Industrial,59938403,C3H5OW-,240.91,,0,2,17.1,CC(=O)[CH2-].[W],PubChem,,,,Structure_PubChem,240.912,0.407,0,1,17.07,5,0,0,,,,,240.912
CID_59938464,Industrial,59938464,C3H8OUW,481.96,,1,3,20.2,[CH3-].C[CH-]O.[W].[U+2],PubChem,,,,Structure_PubChem,481.965,0.9884,1,1,20.23,6,0,0,,,,,481.965
CID_59938685,Industrial,59938685,C2H6ORe,232.28,,1,1,20.2,CCO.[Re],PubChem,,,,Structure_PubChem,232.276,-0.0039,1,1,20.23,4,0,0,,,,,232.276
CID_59939666,Industrial,59939666,C3H5OV-,108.01,,0,2,17.1,CC(=O)[CH2-].[V],PubChem,,,,Structure_PubChem,108.016,0.407,0,1,17.07,5,0,0,,,,,108.016
CID_59944118,Industrial,59944118,C2H6OV,99.02,,1,3,20.2,[3H][CH2-].[CH2-]O.[V+2],PubChem,,,,Structure_PubChem,99.021,0.5983,1,1,20.23,4,0,0,,,,,99.021
CID_59946276,Industrial,59946276,C4H6O,70.09,0.3,0,1,17.1,CC(=O)C[CH],PubChem,,,,Structure_PubChem,70.091,0.6766,0,1,17.07,5,0,1,,,,,70.091
CID_59951886,Industrial,59951886,C2H6ORf,313.19,,1,1,20.2,CCO.[Rf],PubChem,,,,Structure_PubChem,313.069,-0.0014,1,1,20.23,4,0,0,,,,,313.069
CID_59952166,Industrial,59952166,C3H6ORf,325.20,,1,1,20.2,[CH]CCO.[Rf],PubChem,,,,Structure_PubChem,325.08,0.0799,1,1,20.23,5,0,1,,,,,325.08
CID_59956196,Industrial,59956196,C2H5OUW-,466.93,,1,2,20.2,C[CH-]O.[W].[U],PubChem,,,,Structure_PubChem,466.93,0.5381,1,1,20.23,5,0,0,,,,,466.93
CID_59957361,Industrial,59957361,C3H5ORf-,324.19,,0,2,17.1,CC(=O)[CH2-].[Rf],PubChem,,,,Structure_PubChem,324.072,0.4095,0,1,17.07,5,0,0,,,,,324.072
CID_59957362,Industrial,59957362,C3H7ORf-,326.21,,1,2,20.2,CC([CH2-])O.[Rf],PubChem,,,,Structure_PubChem,326.088,0.2013,1,1,20.23,5,0,0,,,,,326.088
CID_59959488,Industrial,59959488,C3H6O,58.08,0.3,1,1,20.2,CC([CH])O,PubChem,,,,Structure_PubChem,58.08,0.0783,1,1,20.23,4,0,0,,,,,58.08
CID_59964293,Industrial,59964293,C3H3O2-,71.05,-0.4,0,3,34.1,CC(=O)[C-]=O,PubChem,,,,Structure_PubChem,71.055,-0.3149,0,2,34.14,5,0,1,,,,,71.055
CID_59964636,Industrial,59964636,CH4ORf,299.164,,1,1,20.2,CO.[Rf],PubChem,,,,Structure_PubChem,299.042,-0.3915,1,1,20.23,3,0,0,,,,,299.042
CID_59964836,Industrial,59964836,C3H5ORf-,324.19,,0,2,17.1,CC[C-]=O.[Rf],PubChem,,,,Structure_PubChem,324.072,0.5061,0,1,17.07,5,0,1,,,,,324.072
CID_59970762,Industrial,59970762,C3H8O,62.10,0.3,1,1,20.2,[3H]C(CC)O,PubChem,,,,Structure_PubChem,62.104,0.3887,1,1,20.23,4,0,1,,,,,62.104
CID_59975261,Industrial,59975261,C4H6O,70.09,0.3,0,1,17.1,C[CH]C(=O)[CH2],PubChem,,,,Structure_PubChem,70.091,0.6138,0,1,17.07,5,0,1,,,,,70.091
CID_59975587,Industrial,59975587,C2H5ORb,130.53,,1,2,20.2,[CH2-]CO.[Rb+],PubChem,,,,Structure_PubChem,130.529,-3.1832,1,1,20.23,4,0,0,,,,,130.529
CID_59976486,Industrial,59976486,C2H6GaO,115.79,,1,1,20.2,C[Ga]CO,PubChem,,,,Structure_PubChem,115.792,-0.3115,1,1,20.23,4,0,1,,,,,115.792
CID_59977916,Industrial,59977916,C2H5ORf-,312.18,,1,2,20.2,[CH2-]CO.[Rf],PubChem,,,,Structure_PubChem,312.061,-0.1872,1,1,20.23,4,0,0,,,,,312.061
CID_59987416,Industrial,59987416,C3H5OReRf-,510.40,,0,2,17.1,CC(=O)[CH2-].[Re].[Rf],PubChem,,,,Structure_PubChem,510.279,0.407,0,1,17.07,6,0,0,,,,,510.279
CID_59997956,Industrial,59997956,C2H5FORf,331.18,,1,2,20.2,C(CF)O.[Rf],PubChem,,,,Structure_PubChem,331.059,-0.0518,1,1,20.23,5,0,1,,,,,331.059
CID_60003132,Industrial,60003132,C3H7OY-,147.99,,1,2,20.2,CC[CH-]O.[Y],PubChem,,,,Structure_PubChem,147.994,0.9282,1,1,20.23,5,0,1,,,,,147.994
CID_60010979,Industrial,60010979,C3H8ORf,327.22,,1,1,20.2,CCCO.[Rf],PubChem,,,,Structure_PubChem,327.096,0.3887,1,1,20.23,5,0,1,,,,,327.096
CID_60012582,Industrial,60012582,C4H7OY3-,337.82,,0,2,17.1,CCC(=O)[CH2-].[Y].[Y].[Y],PubChem,,,,Structure_PubChem,337.817,0.7921,0,1,17.07,8,0,1,,,,,337.817
CID_60030004,Industrial,60030004,C3H8ORf-2,327.22,,1,3,20.2,C[CH2-].[CH2-]O.[Rf],PubChem,,,,Structure_PubChem,327.096,0.9909,1,1,20.23,5,0,0,,,,,327.096
CID_60044687,Industrial,60044687,C4H7ORe-,257.30,,0,2,17.1,CCC(=O)[CH2-].[Re],PubChem,,,,Structure_PubChem,257.306,0.7971,0,1,17.07,6,0,1,,,,,257.306
CID_60044722,Industrial,60044722,C4H7OV-,122.04,,0,2,17.1,CCC(=O)[CH2-].[V],PubChem,,,,Structure_PubChem,122.043,0.7971,0,1,17.07,6,0,1,,,,,122.043
CID_60057348,Industrial,60057348,C6H12OY-2,189.06,,0,3,17.1,CC[CH2-].CC(=O)[CH2-].[Y],PubChem,,,,Structure_PubChem,189.067,1.6375,0,1,17.07,8,0,0,,,,,189.067
CID_60074138,Industrial,60074138,C2H5O-,45.06,-0.1,1,2,20.2,[CH2-]CO,PubChem,,,,Structure_PubChem,45.061,-0.1872,1,1,20.23,3,0,0,,,,,45.061
CID_60101230,Industrial,60101230,C2H7AcO-,274.10,,1,2,20.2,[CH3-].CO.[Ac],PubChem,,,,Structure_PubChem,274.077,0.0588,1,1,20.23,4,0,0,,,,,274.077
CID_60104678,Industrial,60104678,C2H5CoO-,103.99,,1,2,20.2,[CH2-]CO.[Co],PubChem,,,,Structure_PubChem,103.994,-0.1897,1,1,20.23,4,0,0,,,,,103.994
CID_60104799,Industrial,60104799,C5H10OY-2,175.04,,0,3,17.1,C[CH2-].CC(=O)[CH2-].[Y],PubChem,,,,Structure_PubChem,175.04,1.2474,0,1,17.07,7,0,0,,,,,175.04
