Nom,Categorie,CID,Formule,Masse_molaire,LogP,HBD,HBA,TPSA,SMILES,Source_structure,Source_toxicologie,Plante,Partie_utilisee,Statut_donnees,RDKit_Masse_molaire,RDKit_LogP,RDKit_HBD,RDKit_HBA,RDKit_TPSA,Atomes_lourds,Anneaux,Liaisons_rotatables,LD50_mg_kg,LogLD50,Toxicite,Risque,RKdit_masse_molaire,PubChem_CID,Formule_PubChem,Masse_molaire_PubChem,LogP_PubChem,HBD_PubChem,HBA_PubChem,TPSA_PubChem,Atomes_lourds_PubChem,Anneaux_PubChem,Liaisons_rotatables_PubChem,SMILES_isomerique,IUPAC_Name,PubChem_Statut,RDKit_Atomes_lourds,RDKit_Anneaux,RDKit_Liaisons_rotatables,Nom_original,Nom_PubChem,IUPAC_Name_PubChem,SMILES_PubChem,InChI_PubChem,InChIKey_PubChem
Xanthone,Industrial,7020,C13H8O2,196.2,3.4,0,2,26.3,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2,PubChem,,,,Structure_PubChem,196.205,2.9462,0,2,30.21,15,3,0,,,,,196.205,,C13H8O2,,,,,,,,,,,Trouvé,,,,CID_7020,Xanthone,xanthen-9-one,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2,InChI=1S/C13H8O2/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13/h1-8H,JNELGWHKGNBSMD-UHFFFAOYSA-N
"2,4-Dimethoxybenzoic acid",Industrial,7052,C9H10O4,182.17,1.6,1,4,55.8,COC1=CC(=C(C=C1)C(=O)O)OC,PubChem,,,,Structure_PubChem,182.175,1.402,1,3,55.76,13,1,3,,,,,182.175,,C9H10O4,,,,,,,,,,,Trouvé,,,,CID_7052,"2,4-Dimethoxybenzoic acid","2,4-dimethoxybenzoic acid",COC1=CC(=C(C=C1)C(=O)O)OC,"InChI=1S/C9H10O4/c1-12-6-3-4-7(9(10)11)8(5-6)13-2/h3-5H,1-2H3,(H,10,11)",GPVDHNVGGIAOQT-UHFFFAOYSA-N
Biphenyl,Industrial,7095,C12H10,154.21,4.0,0,0,0.0,C1=CC=C(C=C1)C2=CC=CC=C2,PubChem,,,,Structure_PubChem,154.212,3.3536,0,0,0.0,12,2,1,,,,,154.212,,C12H10,,,,,,,,,,,Trouvé,,,,CID_7095,Biphenyl,"1,1'-biphenyl",C1=CC=C(C=C1)C2=CC=CC=C2,InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,ZUOUZKKEUPVFJK-UHFFFAOYSA-N
"(1,2-Dibromoethyl)benzene",Industrial,7145,C8H8Br2,263.96,3.3,0,0,0.0,C1=CC=C(C=C1)C(CBr)Br,PubChem,,,,Structure_PubChem,263.96,3.5175,0,0,0.0,10,1,2,,,,,263.96,,C8H8Br2,,,,,,,,,,,Trouvé,,,,CID_7145,"(1,2-Dibromoethyl)benzene","1,2-dibromoethylbenzene",C1=CC=C(C=C1)C(CBr)Br,"InChI=1S/C8H8Br2/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8H,6H2",SHKKTLSDGJRCTR-UHFFFAOYSA-N
Phenyl benzoate,Industrial,7169,C13H10O2,198.22,3.6,0,2,26.3,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,PubChem,,,,Structure_PubChem,198.221,2.9058,0,2,26.3,15,2,2,,,,,198.221,,C13H10O2,,,,,,,,,,,Trouvé,,,,CID_7169,Phenyl benzoate,phenyl benzoate,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,InChI=1S/C13H10O2/c14-13(11-7-3-1-4-8-11)15-12-9-5-2-6-10-12/h1-10H,FCJSHPDYVMKCHI-UHFFFAOYSA-N
Propylparaben,Industrial,7175,C10H12O3,180.2,3.0,1,3,46.5,CCCOC(=O)C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,180.203,1.959,1,3,46.53,13,1,3,,,,,180.203,7175.0,C10H12O3,180.2,3.0,1.0,3.0,46.5,13.0,,4.0,CCCOC(=O)C1=CC=C(C=C1)O,propyl 4-hydroxybenzoate,Trouvé,13.0,1.0,3.0,CID_7175,Propylparaben,propyl 4-hydroxybenzoate,CCCOC(=O)C1=CC=C(C=C1)O,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3",QELSKZZBTMNZEB-UHFFFAOYSA-N
Butylparaben,Industrial,7184,C11H14O3,194.23,3.6,1,3,46.5,CCCCOC(=O)C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,194.23,2.3491,1,3,46.53,14,1,4,,,,,194.23,7184.0,C11H14O3,194.23,3.6,1.0,3.0,46.5,14.0,,5.0,CCCCOC(=O)C1=CC=C(C=C1)O,butyl 4-hydroxybenzoate,Trouvé,14.0,1.0,4.0,CID_7184,Butylparaben,butyl 4-hydroxybenzoate,CCCCOC(=O)C1=CC=C(C=C1)O,"InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3",QFOHBWFCKVYLES-UHFFFAOYSA-N
Indene,Industrial,7219,C9H8,116.16,2.9,0,0,0.0,C1C=CC2=CC=CC=C21,PubChem,,,,Structure_PubChem,116.163,2.2559,0,0,0.0,9,2,0,,,,,116.163,,C9H8,,,,,,,,,,,Trouvé,,,,CID_7219,Indene,1H-indene,C1C=CC2=CC=CC=C21,"InChI=1S/C9H8/c1-2-5-9-7-3-6-8(9)4-1/h1-6H,7H2",YBYIRNPNPLQARY-UHFFFAOYSA-N
2-Bromotoluene,Industrial,7236,C7H7Br,171.03,3.5,0,0,0.0,CC1=CC=CC=C1Br,PubChem,,,,Structure_PubChem,171.037,2.7575,0,0,0.0,8,1,0,,,,,171.037,,C7H7Br,,,,,,,,,,,Trouvé,,,,CID_7236,2-Bromotoluene,1-bromo-2-methylbenzene,CC1=CC=CC=C1Br,"InChI=1S/C7H7Br/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",QSSXJPIWXQTSIX-UHFFFAOYSA-N
O-Xylene,Industrial,7237,C8H10,106.16,3.1,0,0,0.0,CC1=CC=CC=C1C,PubChem,,,,Structure_PubChem,106.168,2.3034,0,0,0.0,8,1,0,,,,,106.168,,C8H10,,,,,,,,,,,Trouvé,,,,CID_7237,O-Xylene,"1,2-xylene",CC1=CC=CC=C1C,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N
2-Chlorotoluene,Industrial,7238,C7H7Cl,126.58,3.4,0,0,0.0,CC1=CC=CC=C1Cl,PubChem,,,,Structure_PubChem,126.586,2.6484,0,0,0.0,8,1,0,,,,,126.586,,C7H7Cl,,,,,,,,,,,Trouvé,,,,CID_7238,2-Chlorotoluene,1-chloro-2-methylbenzene,CC1=CC=CC=C1Cl,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",IBSQPLPBRSHTTG-UHFFFAOYSA-N
2-Fluorotoluene,Industrial,7241,C7H7F,110.13,2.9,0,1,0.0,CC1=CC=CC=C1F,PubChem,,,,Structure_PubChem,110.131,2.1341,0,0,0.0,8,1,0,,,,,110.131,,C7H7F,,,,,,,,,,,Trouvé,,,,CID_7241,2-Fluorotoluene,1-fluoro-2-methylbenzene,CC1=CC=CC=C1F,"InChI=1S/C7H7F/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",MMZYCBHLNZVROM-UHFFFAOYSA-N
2-Bromophenol,Industrial,7244,C6H5BrO,173.01,2.4,1,1,20.2,C1=CC=C(C(=C1)O)Br,PubChem,,,,Structure_PubChem,173.009,2.1547,1,1,20.23,8,1,0,,,,,173.009,,C6H5BrO,,,,,,,,,,,Trouvé,,,,CID_7244,2-Bromophenol,2-bromophenol,C1=CC=C(C(=C1)O)Br,"InChI=1S/C6H5BrO/c7-5-3-1-2-4-6(5)8/h1-4,8H",VADKRMSMGWJZCF-UHFFFAOYSA-N
2-Chlorophenol,Industrial,7245,C6H5ClO,128.55,2.1,1,1,20.2,C1=CC=C(C(=C1)O)Cl,PubChem,,,,Structure_PubChem,128.558,2.0456,1,1,20.23,8,1,0,,,,,128.558,,C6H5ClO,,,,,,,,,,,Trouvé,,,,CID_7245,2-Chlorophenol,2-chlorophenol,C1=CC=C(C(=C1)O)Cl,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H",ISPYQTSUDJAMAB-UHFFFAOYSA-N
"1,2,4-Trimethylbenzene",Industrial,7247,C9H12,120.19,3.0,0,0,0.0,CC1=CC(=C(C=C1)C)C,PubChem,,,,Structure_PubChem,120.195,2.6119,0,0,0.0,9,1,0,,,,,120.195,,C9H12,,,,,,,,,,,Trouvé,,,,CID_7247,"1,2,4-Trimethylbenzene","1,2,4-trimethylbenzene",CC1=CC(=C(C=C1)C)C,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",GWHJZXXIDMPWGX-UHFFFAOYSA-N
Durene,Industrial,7269,C10H14,134.22,4.0,0,0,0.0,CC1=CC(=C(C=C1C)C)C,PubChem,,,,Structure_PubChem,134.222,2.9203,0,0,0.0,10,1,0,,,,,134.222,,C10H14,,,,,,,,,,,Trouvé,,,,CID_7269,Durene,"1,2,4,5-tetramethylbenzene",CC1=CC(=C(C=C1C)C)C,"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3",SQNZJJAZBFDUTD-UHFFFAOYSA-N
Phenylarsonic Acid,Industrial,7365,C6H7AsO3,202.04,,2,3,57.5,C1=CC=C(C=C1)[As](=O)(O)O,PubChem,,,,Structure_PubChem,202.041,-0.7524,2,1,57.53,10,1,1,,,,,202.041,,C6H7AsO3,,,,,,,,,,,Trouvé,,,,CID_7365,Phenylarsonic Acid,phenylarsonic acid,C1=CC=C(C=C1)[As](=O)(O)O,"InChI=1S/C6H7AsO3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H,(H2,8,9,10)",LVKZSFMYNWRPJX-UHFFFAOYSA-N
Tert-Butylbenzene,Industrial,7366,C10H14,134.22,4.1,0,0,0.0,CC(C)(C)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,134.222,2.9841,0,0,0.0,10,1,0,,,,,134.222,,C10H14,,,,,,,,,,,Trouvé,,,,CID_7366,Tert-Butylbenzene,tert-butylbenzene,CC(C)(C)C1=CC=CC=C1,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",YTZKOQUCBOVLHL-UHFFFAOYSA-N
Benzotrichloride,Industrial,7367,C7H5Cl3,195.5,3.7,0,0,0.0,C1=CC=C(C=C1)C(Cl)(Cl)Cl,PubChem,,,,Structure_PubChem,195.476,3.5133,0,0,0.0,10,1,0,,,,,195.476,,C7H5Cl3,,,,,,,,,,,Trouvé,,,,CID_7367,Benzotrichloride,trichloromethylbenzene,C1=CC=C(C=C1)C(Cl)(Cl)Cl,"InChI=1S/C7H5Cl3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",XEMRAKSQROQPBR-UHFFFAOYSA-N
(Trifluoromethyl)benzene,Industrial,7368,C7H5F3,146.11,3.0,0,3,0.0,C1=CC=C(C=C1)C(F)(F)F,PubChem,,,,Structure_PubChem,146.111,2.7054,0,0,0.0,10,1,0,,,,,146.111,,C7H5F3,,,,,,,,,,,Trouvé,,,,CID_7368,(Trifluoromethyl)benzene,trifluoromethylbenzene,C1=CC=C(C=C1)C(F)(F)F,"InChI=1S/C7H5F3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",GETTZEONDQJALK-UHFFFAOYSA-N
Phenyltrichlorosilane,Industrial,7372,C6H5Cl3Si,211.5,,0,0,0.0,C1=CC=C(C=C1)[Si](Cl)(Cl)Cl,PubChem,,,,Structure_PubChem,211.551,2.5489,0,0,0.0,10,1,1,,,,,211.551,,C6H5Cl3Si,,,,,,,,,,,Trouvé,,,,CID_7372,Phenyltrichlorosilane,trichloro(phenyl)silane,C1=CC=C(C=C1)[Si](Cl)(Cl)Cl,"InChI=1S/C6H5Cl3Si/c7-10(8,9)6-4-2-1-3-5-6/h1-5H",ORVMIVQULIKXCP-UHFFFAOYSA-N
Oxarsanilic acid,Industrial,7373,C6H7AsO4,218.04,,3,4,77.8,C1=CC(=CC=C1O)[As](=O)(O)O,PubChem,,,,Structure_PubChem,218.04,-1.0468,3,2,77.76,11,1,1,,,,,218.04,,C6H7AsO4,,,,,,,,,,,Trouvé,,,,CID_7373,Oxarsanilic acid,(4-hydroxyphenyl)arsonic acid,C1=CC(=CC=C1O)[As](=O)(O)O,"InChI=1S/C6H7AsO4/c8-6-3-1-5(2-4-6)7(9,10)11/h1-4,8H,(H2,9,10,11)",RSRFURJMCNJVOW-UHFFFAOYSA-N
3-(Trifluoromethyl)phenol,Industrial,7376,C7H5F3O,162.11,3.0,1,4,20.2,C1=CC(=CC(=C1)O)C(F)(F)F,PubChem,,,,Structure_PubChem,162.11,2.411,1,1,20.23,11,1,0,,,,,162.11,,C7H5F3O,,,,,,,,,,,Trouvé,,,,CID_7376,3-(Trifluoromethyl)phenol,3-(trifluoromethyl)phenol,C1=CC(=CC(=C1)O)C(F)(F)F,"InChI=1S/C7H5F3O/c8-7(9,10)5-2-1-3-6(11)4-5/h1-4,11H",UGEJOEBBMPOJMT-UHFFFAOYSA-N
5-Tert-butyl-m-xylene,Industrial,7378,C12H18,162.27,4.3,0,0,0.0,CC1=CC(=CC(=C1)C(C)(C)C)C,PubChem,,,,Structure_PubChem,162.276,3.6009,0,0,0.0,12,1,0,,,,,162.276,,C12H18,,,,,,,,,,,Trouvé,,,,CID_7378,5-Tert-butyl-m-xylene,"1-tert-butyl-3,5-dimethylbenzene",CC1=CC(=CC(=C1)C(C)(C)C)C,"InChI=1S/C12H18/c1-9-6-10(2)8-11(7-9)12(3,4)5/h6-8H,1-5H3",FZSPYHREEHYLCB-UHFFFAOYSA-N
4-tert-Butyltoluene,Industrial,7390,C11H16,148.24,4.5,0,0,0.0,CC1=CC=C(C=C1)C(C)(C)C,PubChem,,,,Structure_PubChem,148.249,3.2925,0,0,0.0,11,1,0,,,,,148.249,,C11H16,,,,,,,,,,,Trouvé,,,,CID_7390,4-tert-Butyltoluene,1-tert-butyl-4-methylbenzene,CC1=CC=C(C=C1)C(C)(C)C,"InChI=1S/C11H16/c1-9-5-7-10(8-6-9)11(2,3)4/h5-8H,1-4H3",QCWXDVFBZVHKLV-UHFFFAOYSA-N
Cumene,Industrial,7406,C9H12,120.19,3.7,0,0,0.0,CC(C)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,120.195,2.81,0,0,0.0,9,1,1,,,,,120.195,,C9H12,,,,,,,,,,,Trouvé,,,,CID_7406,Cumene,cumene,CC(C)C1=CC=CC=C1,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",RWGFKTVRMDUZSP-UHFFFAOYSA-N
Alpha-Methylstyrene,Industrial,7407,C9H10,118.18,3.5,0,0,0.0,CC(=C)C1=CC=CC=C1,PubChem,,,,Structure_PubChem,118.179,2.7197,0,0,0.0,9,1,1,,,,,118.179,,C9H10,,,,,,,,,,,Trouvé,,,,CID_7407,Alpha-Methylstyrene,prop-1-en-2-ylbenzene,CC(=C)C1=CC=CC=C1,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3",XYLMUPLGERFSHI-UHFFFAOYSA-N
Benzal chloride,Industrial,7411,C7H6Cl2,161.03,3.0,0,0,0.0,C1=CC=C(C=C1)C(Cl)Cl,PubChem,,,,Structure_PubChem,161.031,3.1628,0,0,0.0,9,1,1,,,,,161.031,,C7H6Cl2,,,,,,,,,,,Trouvé,,,,CID_7411,Benzal chloride,dichloromethylbenzene,C1=CC=C(C=C1)C(Cl)Cl,"InChI=1S/C7H6Cl2/c8-7(9)6-4-2-1-3-5-6/h1-5,7H",CAHQGWAXKLQREW-UHFFFAOYSA-N
"1,3-Diisopropylbenzene",Industrial,7450,C12H18,162.27,4.8,0,0,0.0,CC(C)C1=CC(=CC=C1)C(C)C,PubChem,,,,Structure_PubChem,162.276,3.9334,0,0,0.0,12,1,2,,,,,162.276,,C12H18,,,,,,,,,,,Trouvé,,,,CID_7450,"1,3-Diisopropylbenzene","1,3-di(propan-2-yl)benzene",CC(C)C1=CC(=CC=C1)C(C)C,"InChI=1S/C12H18/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-10H,1-4H3",UNEATYXSUBPPKP-UHFFFAOYSA-N
P-Cymene,Industrial,7463,C10H14,134.22,4.1,0,0,0.0,CC1=CC=C(C=C1)C(C)C,PubChem,,,,Structure_PubChem,134.222,3.1184,0,0,0.0,10,1,1,,,,,134.222,,C10H14,,,,,,,,,,,Trouvé,,,,CID_7463,P-Cymene,1-methyl-4-propan-2-ylbenzene,CC1=CC=C(C=C1)C(C)C,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",HFPZCAJZSCWRBC-UHFFFAOYSA-N
4-Isopropylphenol,Industrial,7465,C9H12O,136.19,2.9,1,1,20.2,CC(C)C1=CC=C(C=C1)O,PubChem,,,,Structure_PubChem,136.194,2.5156,1,1,20.23,10,1,1,,,,,136.194,,C9H12O,,,,,,,,,,,Trouvé,,,,CID_7465,4-Isopropylphenol,4-propan-2-ylphenol,CC(C)C1=CC=C(C=C1)O,"InChI=1S/C9H12O/c1-7(2)8-3-5-9(10)6-4-8/h3-7,10H,1-2H3",YQUQWHNMBPIWGK-UHFFFAOYSA-N
4-Methoxybenzoic Acid,Industrial,7478,C8H8O3,152.15,2.0,1,3,46.5,COC1=CC=C(C=C1)C(=O)O,PubChem,,,,Structure_PubChem,152.149,1.3934,1,2,46.53,11,1,2,,,,,152.149,,C8H8O3,,,,,,,,,,,Trouvé,,,,CID_7478,4-Methoxybenzoic Acid,4-methoxybenzoic acid,COC1=CC=C(C=C1)C(=O)O,"InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)",ZEYHEAKUIGZSGI-UHFFFAOYSA-N
"1,4-Diisopropylbenzene",Industrial,7486,C12H18,162.27,4.9,0,0,0.0,CC(C)C1=CC=C(C=C1)C(C)C,PubChem,,,,Structure_PubChem,162.276,3.9334,0,0,0.0,12,1,2,,,,,162.276,,C12H18,,,,,,,,,,,Trouvé,,,,CID_7486,"1,4-Diisopropylbenzene","1,4-di(propan-2-yl)benzene",CC(C)C1=CC=C(C=C1)C(C)C,"InChI=1S/C12H18/c1-9(2)11-5-7-12(8-6-11)10(3)4/h5-10H,1-4H3",SPPWGCYEYAMHDT-UHFFFAOYSA-N
Benzyl Bromide,Industrial,7498,C7H7Br,171.03,2.9,0,0,0.0,C1=CC=C(C=C1)CBr,PubChem,,,,Structure_PubChem,171.037,2.5815,0,0,0.0,8,1,1,,,,,171.037,,C7H7Br,,,,,,,,,,,Trouvé,,,,CID_7498,Benzyl Bromide,bromomethylbenzene,C1=CC=C(C=C1)CBr,"InChI=1S/C7H7Br/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",AGEZXYOZHKGVCM-UHFFFAOYSA-N
Ethylbenzene,Industrial,7500,C8H10,106.16,3.1,0,0,0.0,CCC1=CC=CC=C1,PubChem,,,,Structure_PubChem,106.168,2.249,0,0,0.0,8,1,1,,,,,106.168,,C8H10,,,,,,,,,,,Trouvé,,,,CID_7500,Ethylbenzene,ethylbenzene,CCC1=CC=CC=C1,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",YNQLUTRBYVCPMQ-UHFFFAOYSA-N
Styrene,Industrial,7501,C8H8,104.15,2.9,0,0,0.0,C=CC1=CC=CC=C1,PubChem,,,,Structure_PubChem,104.152,2.3296,0,0,0.0,8,1,1,,,,,104.152,,C8H8,,,,,,,,,,,Trouvé,,,,CID_7501,Styrene,styrene,C=CC1=CC=CC=C1,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",PPBRXRYQALVLMV-UHFFFAOYSA-N
Benzyl Chloride,Industrial,7503,C7H7Cl,126.58,2.3,0,0,0.0,C1=CC=C(C=C1)CCl,PubChem,,,,Structure_PubChem,126.586,2.4254,0,0,0.0,8,1,1,,,,,126.586,,C7H7Cl,,,,,,,,,,,Trouvé,,,,CID_7503,Benzyl Chloride,chloromethylbenzene,C1=CC=C(C=C1)CCl,"InChI=1S/C7H7Cl/c8-6-7-4-2-1-3-5-7/h1-5H,6H2",KCXMKQUNVWSEMD-UHFFFAOYSA-N
Benzonitrile,Industrial,7505,C7H5N,103.12,1.6,0,1,23.8,C1=CC=C(C=C1)C#N,PubChem,,,,Structure_PubChem,103.124,1.5583,0,1,23.79,8,1,0,,,,,103.124,,C7H5N,,,,,,,,,,,Trouvé,,,,CID_7505,Benzonitrile,benzonitrile,C1=CC=C(C=C1)C#N,InChI=1S/C7H5N/c8-6-7-4-2-1-3-5-7/h1-5H,JFDZBHWFFUWGJE-UHFFFAOYSA-N
Benzyl mercaptan,Industrial,7509,C7H8S,124.21,2.4,1,1,1.0,C1=CC=C(C=C1)CS,PubChem,,,,Structure_PubChem,124.208,2.1164,1,1,0.0,8,1,1,,,,,124.208,,C7H8S,,,,,,,,,,,Trouvé,,,,CID_7509,Benzyl mercaptan,phenylmethanethiol,C1=CC=C(C=C1)CS,"InChI=1S/C7H8S/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",UENWRTRMUIOCKN-UHFFFAOYSA-N
Phenylmercuric Chloride,Industrial,7511,C6H5ClHg,313.15,,0,0,0.0,C1=CC=C(C=C1)[Hg]Cl,PubChem,,,,Structure_PubChem,313.149,1.5482,0,0,0.0,8,1,1,,,,,313.149,,C6H5ClHg,,,,,,,,,,,Trouvé,,,,CID_7511,Phenylmercuric Chloride,chloro(phenyl)mercury,C1=CC=C(C=C1)[Hg]Cl,InChI=1S/C6H5.ClH.Hg/c1-2-4-6-5-3-1;;/h1-5H;1H;/q;;+1/p-1,AWGTVRDHKJQFAX-UHFFFAOYSA-M
Phenylmercuric hydroxide,Industrial,7512,C6H7HgO,295.71,,1,1,1.0,C1=CC=C(C=C1)[Hg].O,PubChem,,,,Structure_PubChem,295.711,0.034,0,0,31.5,8,1,0,,,,,295.711,,C6H7HgO,,,,,,,,,,,Trouvé,,,,CID_7512,Phenylmercuric hydroxide,phenylmercury;hydrate,C1=CC=C(C=C1)[Hg].O,InChI=1S/C6H5.Hg.H2O/c1-2-4-6-5-3-1;;/h1-5H;;1H2,MSYUMXXVCSLXMR-UHFFFAOYSA-N
1-Ethenyl-3-methylbenzene,Industrial,7529,C9H10,118.18,3.6,0,0,0.0,CC1=CC(=CC=C1)C=C,PubChem,,,,Structure_PubChem,118.179,2.638,0,0,0.0,9,1,1,,,,,118.179,,C9H10,,,,,,,,,,,Trouvé,,,,CID_7529,1-Ethenyl-3-methylbenzene,1-ethenyl-3-methylbenzene,CC1=CC(=CC=C1)C=C,"InChI=1S/C9H10/c1-3-9-6-4-5-8(2)7-9/h3-7H,1H2,2H3",JZHGRUMIRATHIU-UHFFFAOYSA-N
4-Benzylphenol,Industrial,7563,C13H12O,184.23,3.5,1,1,20.2,C1=CC=C(C=C1)CC2=CC=C(C=C2)O,PubChem,,,,Structure_PubChem,184.238,2.983,1,1,20.23,14,2,2,,,,,184.238,,C13H12O,,,,,,,,,,,Trouvé,,,,CID_7563,4-Benzylphenol,4-benzylphenol,C1=CC=C(C=C1)CC2=CC=C(C=C2)O,"InChI=1S/C13H12O/c14-13-8-6-12(7-9-13)10-11-4-2-1-3-5-11/h1-9,14H,10H2",HJSPWKGEPDZNLK-UHFFFAOYSA-N
Diphenylmethane,Industrial,7580,C13H12,168.23,4.1,0,0,0.0,C1=CC=C(C=C1)CC2=CC=CC=C2,PubChem,,,,Structure_PubChem,168.239,3.2774,0,0,0.0,13,2,2,,,,,168.239,,C13H12,,,,,,,,,,,Trouvé,,,,CID_7580,Diphenylmethane,benzylbenzene,C1=CC=C(C=C1)CC2=CC=CC=C2,"InChI=1S/C13H12/c1-3-7-12(8-4-1)11-13-9-5-2-6-10-13/h1-10H,11H2",CZZYITDELCSZES-UHFFFAOYSA-N
Phenylmercury(1+),Industrial,7629,C6H5Hg+,277.7,,0,0,0.0,C1=CC=C(C=C1)[Hg+],PubChem,,,,Structure_PubChem,277.696,0.8587,0,0,0.0,7,1,0,,,,,277.696,,C6H5Hg+,,,,,,,,,,,Trouvé,,,,CID_7629,Phenylmercury(1+),phenylmercury(1+),C1=CC=C(C=C1)[Hg+],InChI=1S/C6H5.Hg/c1-2-4-6-5-3-1;/h1-5H;/q;+1,BODKAQWWZBLGOU-UHFFFAOYSA-N
Dibenzyl,Industrial,7647,C14H14,182.26,4.8,0,0,0.0,C1=CC=C(C=C1)CCC2=CC=CC=C2,PubChem,,,,Structure_PubChem,182.266,3.4718,0,0,0.0,14,2,3,,,,,182.266,,C14H14,,,,,,,,,,,Trouvé,,,,CID_7647,Dibenzyl,2-phenylethylbenzene,C1=CC=C(C=C1)CCC2=CC=CC=C2,"InChI=1S/C14H14/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-10H,11-12H2",QWUWMCYKGHVNAV-UHFFFAOYSA-N
Phenethyl bromide,Industrial,7666,C8H9Br,185.06,3.1,0,0,0.0,C1=CC=C(C=C1)CCBr,PubChem,,,,Structure_PubChem,185.064,2.624,0,0,0.0,9,1,2,,,,,185.064,,C8H9Br,,,,,,,,,,,Trouvé,,,,CID_7666,Phenethyl bromide,2-bromoethylbenzene,C1=CC=C(C=C1)CCBr,"InChI=1S/C8H9Br/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7H2",WMPPDTMATNBGJN-UHFFFAOYSA-N
beta-Bromostyrene,Industrial,7667,C8H7Br,183.04,2.9,0,0,0.0,C1=CC=C(C=C1)C=CBr,PubChem,,,,Structure_PubChem,183.048,3.0522,0,0,0.0,9,1,1,,,,,183.048,,C8H7Br,,,,,,,,,,,Trouvé,,,,CID_7667,beta-Bromostyrene,2-bromoethenylbenzene,C1=CC=C(C=C1)C=CBr,InChI=1S/C8H7Br/c9-7-6-8-4-2-1-3-5-8/h1-7H,YMOONIIMQBGTDU-UHFFFAOYSA-N
Propylbenzene,Industrial,7668,C9H12,120.19,3.7,0,0,0.0,CCCC1=CC=CC=C1,PubChem,,,,Structure_PubChem,120.195,2.6391,0,0,0.0,9,1,2,,,,,120.195,,C9H12,,,,,,,,,,,Trouvé,,,,CID_7668,Propylbenzene,propylbenzene,CCCC1=CC=CC=C1,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",ODLMAHJVESYWTB-UHFFFAOYSA-N
4-Methoxyphenylacetic Acid,Industrial,7690,C9H10O3,166.17,1.4,1,3,46.5,COC1=CC=C(C=C1)CC(=O)O,PubChem,,,,Structure_PubChem,166.176,1.3223,1,2,46.53,12,1,3,,,,,166.176,,C9H10O3,,,,,,,,,,,Trouvé,,,,CID_7690,4-Methoxyphenylacetic Acid,2-(4-methoxyphenyl)acetic acid,COC1=CC=C(C=C1)CC(=O)O,"InChI=1S/C9H10O3/c1-12-8-4-2-7(3-5-8)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)",NRPFNQUDKRYCNX-UHFFFAOYSA-N
